Document ID,comment_text,sample_type,gold_topics,gold_stance,emerging_notes
MARAD-2019-0093-5695,"I am in opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out fossil fuels to avoid even more tragic climate disasters like fires, hurricanes, and heat waves. The Internati",random,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, flood_risk, environmental_review, NEPA_process"
MARAD-2019-0093-8678,"Please reject the proposed new Gulf South terminal. Texas GulfLink is one of twenty new oil and gas projects proposed in the U.S. Gulf South—the most extensive buildout of fossil fuel projects worldwide—that would harm public health, exacerbate environmental racism, and worsen the climate crisis.",random,climate_emissions|environmental_justice,oppose,public_health
MARAD-2019-0093-0693,"I OPPOSE Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration, and raise concerns with significant inadequacies in the project's environmental review (DEIS). First and foremost, I am concerned that construction and operation of the export facility would only benefit oil and gas industry interests while placing massive burdens on local communities, the Gulf of Mexico's coastal and marine ecosystems, and the global climate. This project therefore is not in the ""national interest."" I am deeply concerned about potentially catastrophic impacts of a major oil spill in the Gulf of Mexico. It has been ten years since the Deepwater Horizon disaster that decimated our Gulf Coast - our marine ecosystems and coastal communities are still struggling to recover and can't afford another disaster. The DEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp's Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens, as the region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am alarmed that the EIS does not consider the very real and foreseeable direct and indirect impacts of the project's greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oil drilling, transportation, refining, and consumption that would result from this project. Finally, I am concerned that the EIS does not consider environmental justice impacts. ",random,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk"
MARAD-2019-0093-8039,"I urge you to reject the license for the Texas GulfLink Oil export Terminal. Approving the GulfLink project would lock in decades of fossil fuel dependency and infra-structure and pollute the Gulf community, which is already experiencing devastating climate disasters without benefitting local residents. We have enough damage, cancer, global warming from the fossil fuel industry. When they have accidents in water ways the consequences are massive. Please DO NOT LICENSE GulfLink!!! Thank you for considering my comment.",random,climate_emissions,oppose,public_health
MARAD-2019-0093-8326,No more oil platforms at the expense of the environment and all life.,random,NONE,oppose,
MARAD-2019-0093-8887,The destruction of the natural world must stop. Money is being put over the heath of the earth and it is disgusting.,random,NONE,oppose,
MARAD-2019-0093-2924,This will be a great economy booster not only for the local business but for all of Texas,random,national_interest,support,
MARAD-2019-0093-9826,"I am writing to voice my opposition to the Texas GulfLink oil export terminal. Years ago, the International Energy Agency determined that ""no new fossil fuel developments"" were needed. What is it about this definitive ""NO"" that we cannot come to understand? Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. This is incredibly stupid. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out fossil fuels to avoid even more tragic climate disasters like fires, hurricanes, and heat waves. A quick decline in global oil demand is both necessary and inevitable if the world is to avoid or mitigate the most cataclysmic impacts from climate change, and if the U.S. is to fulfill its own national climate policy. GulfLink would add alone the capacity equivalent to one-third of the total current volume of U.S. oil exports. Do not approve a license for the Texas GulfLink project. Thank you, Kirk Leonard Salem, OR 97302",random,climate_emissions|wetlands_coast,oppose,"flood_risk, NEPA_process"
MARAD-2019-0093-2254,This will create needed jobs in the area!,random,national_interest,support,
MARAD-2019-0093-0282,"I support the Texas Gulflink Export Terminal Project wholeheartedly. Any project that will enable more import and export into a Terminal, while creating jobs both directly and indirectly is good for the state and Oil and Gas. Louisiana has expanded its Terminals along with deepening the Mississippi River for many years, which has allowed record import/export numbers creating tax dollars for the State. Hopefully Texas can approve this and follow our lead.",random,national_interest,support,
MARAD-2019-0093-2231,"We need this project in Texas, to fuel our economy.",random,national_interest,support,
MARAD-2019-0093-8520,"GulfLink would pump an additional 1 million barrels of crude oil per day to international buyers, creating an incredible 3.8 billion metric tons of climate-changing pollution. This is willfully stupid, wildly dangerous, and completely unnecessary. I've said it before and I'll say it again--we cannot keep investing in new fossil fuel infrastructure! We need to aggressively dial down our use of fossil fuels, and equally aggressively invest in *sustainable* energy infrastructure. We have the technology to build on the already rapidly growing use of renewable energy, which is the only way to mitigate the worst impacts of our changing climate. THERE IS NO OTHER WAY--and oil company profits are certainly not a valid reason to stay on this path. GulfLink will require a massive network of onshore fossil fuel infrastructure including above-ground storage tanks that hold 8.5 million barrels of oil — which the company proposes to build in a floodplain that was just inundated during Hurricane Beryl. And then all that oil will will be pumped out 26.6 miles offshore through a new 42-inch pipeline to a floating platform in the Gulf of Mexico. There, the floating platform will load enormous supertankers called VLCCs. Talk about hare-brained! Seriously! And all of this in a part of the US that is already experiencing more and more-severe climate fueled storms, hurricanes, and tidal surges. GulfLink isn't even necessary! The proposed location is just seven miles from Sea Port Oil Terminal, another massive oil export project that should never have been approved. Never mind that this community is already overburdened with pollution and fossil fuel infrastructure. Enough! Say no GulfLink.",random,climate_emissions,oppose,flood_risk
MARAD-2019-0093-6174,"I strongly oppose the Texas GulfLink oil export terminal. The environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot legitimately approve a license for the GulfLink project. Approving the project now would lock in decades of fossil-fuel dependence and infrastructure and pollute Gulf communities already experiencing devastating climate disasters. There would be no benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands that suffer from decades of economic disenfranchisement and systemic racism. The same communities are also the hardest hit by climate change, which is caused by the emissions from fossil-fuel production and use. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, its greenhouse gas emissions could end all hope for a livable climate. The International Energy Agency has warned that no new major fossil fuel infrastructure can be built if the world is to avoid dangerous global heating. The FEIS is simply incorrect to assume that GulfLink would have no appreciable impact on oil production, consumption, and resulting greenhouse gas emissions. Do not approve a license for the Texas GulfLink project. Thank you, Carol Steinhart Madison, WI 53705",random,climate_emissions|air_quality|environmental_justice,oppose,"public_health, environmental_review, NEPA_process"
MARAD-2019-0093-7619,"I am writing to oppose the Texas GulfLink project. It is past time to transition away from these heavily polluting industries that contaminate the state and world’s ocean. Don’t mess with Texas! Sincerely, Mr marshall elliott melliott@atthowe.com",random,wetlands_coast,oppose,
MARAD-2019-0093-7748,"Dear Sir or Madam, I urge you to reject the license for the Texas GulfLink oil export terminal. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure and pollute Gulf communities already experiencing devastating climate disasters without benefiting local residents. The ocean temperatures are rising at an unprecedented rate. Alternative fueling has to be the priority. Thank you, D A Schwer McAllen, Tx",random,climate_emissions,oppose,
MARAD-2019-0093-8313,Please stop all oil exports. We’re supposed to be weaning ourselves away from fossil fuels. Time is of the essence.,random,climate_emissions,oppose,
MARAD-2019-0093-0274,I support the Texas GulfLink Export Terminal project because it will bring new jobs to the area and improve the energy infrastructure along the Gulf Coast,random,national_interest,support,
MARAD-2019-0093-6374,"ENOUGH ALREADY! I am writing to voice my opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out fossil fuels to avoid even more tragic climate disasters like fires, hurrican",random,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, environmental_review, NEPA_process"
MARAD-2019-0093-8195,Reject the GulfLink oil export terminal. Oil drives climate change. We need to end oil in order to stop climate change.,random,climate_emissions,oppose,
MARAD-2019-0093-8792,"Docket No. MARAD-2019-0093 I oppose the construction of a New Oil Export Terminal - Texas GulfLink. It is one of twenty new oil and gas projects proposed in the U.S. Gulf South. This is the most extensive build out of fossil fuel projects worldwide and would harm public health, exacerbate environmental racism, and worsen the climate crisis. Stop this continued destruction of the Gulf of Mexico for all.",random,climate_emissions|environmental_justice,oppose,public_health
MARAD-2019-0093-8873,I’m concerned about the Texas Gulf Project and its impact on the environment and lower income communities. I fear your emissions will contribute to a growing problem with our climate and contribute to the climate crisis as well as release toxins too close to people living in low income communities. Toxins that can lead to physical and mental illnesses and social decline in these communities.,random,climate_emissions|air_quality|environmental_justice,oppose,public_health
MARAD-2019-0093-4670,"Federal Register Form, this is my message Jason California",random,NONE,unclear,
MARAD-2019-0093-9040,Stop the use of fossil fuels and added emissions to the planet. This project would add billions of tons of emission into the atmosphere and further damage our environment and impact our climate crisis. This is a fight we are all in together. This project will only take us further away from the goal and prevent us from being able to save the planet and the people.,random,climate_emissions,oppose,
MARAD-2019-0093-7838,"Truth be told, we do not need to drill for fossil fuels - offshore or onshore - or build more pipelines - it simply is not necessary. It may bolster bank accounts and investment portfolios, but it pollutes grounds/waters/skies - poisons people, living flora and fauna and fosters dependency on technologies that distract attention, awareness and energies from our innate, inborn energy source within - the immeasurable power within the mitochondria of every cell in our bodies - all we have to mine is our awareness ... and honor the natural world, undisturbed .... As the inimitable Vine Deloria put it: ""Traditional Technology"" is the intelligence of regenerating the earth. Modern western science tech has a lot to learn ... can we please ...?!",random,climate_emissions|marine_wildlife,oppose,"water_quality, public_health"
MARAD-2019-0093-10531,"You can only view 1 - 25 comments, there is no scroll bar or option to review previous comments. Screenshot provided. I should be able to properly review all comments before the August 30th closing date. The crude oil should be used locally only and if they want to export, please deny all of their requests.",random,NONE,oppose,environmental_review
MARAD-2019-0093-7902,"For the sake of our planet, we need to reduce fossil fuel emissions, not initiate new pollution projects.",random,climate_emissions,oppose,
MARAD-2019-0093-8084,"Please reject the license for the Texas GulfLink oil export terminal. Approving the GulfLink project and building more fossil fuel infrastructure will lock us into decades of fossil fuel dependence. In addition, it will impact local residents already experiencing the negative effects of climate change.",random,climate_emissions,oppose,
MARAD-2019-0093-7766,I urge you to reject the license for the Texas GulfLink oil export terminal. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure and pollute Gulf communities already experiencing devastating climate disasters without benefiting local residents. Disasters that happen far away can also travel to other parts of the world.,random,climate_emissions,oppose,
MARAD-2019-0093-5437,"I write to state my opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide key information and analyses essential for the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. As a result, MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and further pollute Gulf communities already experiencing climate disasters, without benefit to local residents. GulfLink is just one of four proposed oil export terminal projects now in various permitting stages. Furthermore, nearly 20 methane gas LNG export terminals are in various stages of development, and many new petrochemical plants are proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the ongoing climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out fossil fuels to avoid even more tragic climate disasters like fires, hurricanes, an",random,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, flood_risk, environmental_review, NEPA_process"
MARAD-2019-0093-0170,"This comment concerns MARAD-2019-0093 Deepwater Port License Application: Texas GulfLink LLC. I am an American and a Texan, and I oppose this project and urge you to deny the license. The Gulf ecosystems and communities are still trying to recover from the massive BP Oil Disaster. Texas GulfLink's massive terminal, the associated huge pipeline, and the Very Large Crude Carriers pose grave risks of crude oil leaks, spills, and explosions. It would also mean more climate-changing pollution. Please deny this license.",random,oil_spill_risk|climate_emissions,oppose,NEPA_process
MARAD-2019-0093-8397,"I ask you to reject the license for Texas GulfLink’s oil export terminal. Aside from the pollution that inevitably results from similar operations, this terminal locks us in to many more years of climate change. That means future generations will have even more severe weather events per year than we do now. Please do not issue this permit!",random,climate_emissions,oppose,NEPA_process
MARAD-2019-0093-0518,"I wish to voice my STRONG opposition to Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration, and raise concerns with significant inadequacies in the project's environmental review (DEIS). It seems apparent that construction and operation of the export facility would only benefit oil and gas industry interests while placing massive burdens on local communities, the Gulf of Mexico's coastal and marine ecosystems, and the global climate. This project is clearly NOT in the ""national interest."" I am also extremely concerned about potentially CATASTROPHIC impacts of a major oil spill in the Gulf of Mexico. It has been 10 years since the Deepwater Horizon disaster that decimated our Gulf Coast - our marine ecosystems and coastal communities are STILL struggling to recover and can't afford another disaster. The DEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp's Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also significant. Local residents CANNOT afford the additional pollution burdens, as the region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am disturbed that the EIS does not even consider the very real and inevitable direct and indirect impacts of the project's greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oil drilling, transportation, refining, and consumption that would result from this project. Finally, I am concerned that the EIS does not consider environmen",random,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk"
MARAD-2019-0093-7758,I urge you to reject the license for the Texas GulfLink oil export terminal. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure and pollute Gulf communities already experiencing devastating climate disasters without benefiting local residents. It has to be stopped Thank you,random,climate_emissions,oppose,
MARAD-2019-0093-9060,"We must move away from fossil fuels, not increase their extraction. Communities nearby will be negatively affected by this project. Regardless of what they say the economic benefit is, the environmental impact is not worth it. Money can't save us from oil spills and climate change.",random,oil_spill_risk|climate_emissions,oppose,
MARAD-2019-0093-10639,"As heatwaves and hurricanes hammer the TX Gulf Coast, @DOTMARAD is considering approving another fossil fuel export project on the same impacted coastline. These projects are fueling climate disasters. Tell the agency to #StopGulfLink. bit.ly/4cyvBC1 Communities in the TX Gulf Coast have been clear -- they don't want to be forced to live next to yet another polluting fossil fuel project. Join us in telling@DOTMARAD to stop the deadly expansion of fossil fuel exports, and #StopGulfLink NOW. bit.ly/4cyvBC1 Oil export projects threaten our communities, wildlife, and planet. From oil spills to air pollution to tearing up coastal ecosystems, we cannot afford any more of these dirty projects. Tell @DOTMARAD to #StopGulfLink and stop approving more fossil fuel exp",random,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|wetlands_coast,oppose,flood_risk
MARAD-2019-0093-2973,"I am deeply concerned about potentially catastrophic impacts of a major oil spill in the Gulf of Mexico. It has been ten years since the Deepwater Horizon disaster that decimated our Gulf Coast - our marine ecosystems and coastal communities are still struggling to recover and can’t afford another disaster. The SDEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp’s Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens, as the region is already classified as nonattainment for EPA’s health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am alarmed that the SDEIS does not consider the very real and foreseeable direct and indirect impacts of the project’s greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oil drilling, transportation, refining, and consumption that would result from this project. Finally, I am concerned that the SDEIS does not consider environmental justice impacts. Toxic pollution from existing oil and gas infrastructure disproportionately burdens low-income, minority communities in the Gulf of Mexico region. And, these communities are at ground zero for the impacts of climate change, including sea level rise, increased frequency and intensity of extreme weather events, and loss of critically protective wetlands. The Texas coastline is eroding at an average rate of 2 to 10 feet per year, and Freeport is experiencing sea level rise at a rate of 17 inches per 100 years. It is in",random,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife|wetlands_coast,oppose,"public_health, flood_risk, environmental_review"
MARAD-2019-0093-6892,"Keep our oil here. I am writing to voice my opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out fossil fuels to avoid even more tragic climate disasters like fires, hurri",random,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, environmental_review, NEPA_process"
MARAD-2019-0093-9357,"#STOPGULFLINK NOW!!!!! The Texas GulfLink project poses significant environmental, social, and economic risks that far outweigh any potential benefits. Positioned in a flood-prone area and relying on outdated fossil fuel infrastructure, the project threatens to exacerbate climate change, increase air and water pollution, and jeopardize the health and safety of Gulf Coast communities. By further entrenching fossil fuel dependence, GulfLink directly undermines national and global efforts to transition to cleaner energy sources. Additionally, the project perpetuates environmental racism, targeting low-income and minority communities already burdened by pollution and climate disasters. Approving GulfLink would lock in decades of harmful emissions, increase the risk of catastrophic oil spills, and threaten critical wildlife habitats, all while global demand for oil is projected to decline. This project is not in the national interest and should be rejected in favor of sustainable energy alternatives that prioritize the well-being of people and the planet.",random,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife|national_interest,oppose,"public_health, flood_risk"
MARAD-2019-0093-10370,"Enabling the export of fossil fuels only drives up the domestic price of said fuel. We have seen this with natural gas where futures were over $10.00 a couple or more years ago and before President Biden halted the building of more liquid natural gasterminals, and today natural gas futures are well below $3.00. I am writing to voice my opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity",random,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, environmental_review, NEPA_process"
MARAD-2019-0093-9491,"The United States should be first in line to stop putting our planet in mortal danger. We have the wherewithal to do so. Every living thing is depending on our commitment to preservation. The wide weather swings, hurricanes, tornadoes, deadly heat waves, destruction of ocean life. All of it. I am writing to voice my opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30",random,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, flood_risk, environmental_review, NEPA_process"
MARAD-2019-0093-8124,"NO MORE FOSSIL FUEL (DEVELOPMENT)!!....PERIOD!!! IT IS OUTDATED AND ONLY MAKES THE CLIMATE CRISIS EVEN WORSE!! IT'S TIME TO INVEST IN SOLAR, WIND, GEOTHERMAL, AND OTHER SUSTAINABLE ENERGY RESOURCES THAT WOULD LAST US FOR EONS!!",random,climate_emissions,oppose,
MARAD-2019-0093-3078,"By the looks of the facilities description and details, this terminal should be very beneficial to the State of Texas and the U.S. as a whole. With the amount of thought put into the port for safety for (not only) the environment but for the personnel on the platform itself just by having the buoys at an even safer distance then the standard, this should make everyone happy with the port being built with the thought of safety first.",random,oil_spill_risk|national_interest,support,
MARAD-2019-0093-7841,"This project, if approved, would cause massive pollution in the gulf. It is time to back away from oil and gas. Invest in green energy and save the gulf and the rest of the world. Create infrastructure for green energy, promoting jobs while cutting pollution.",random,climate_emissions|national_interest,oppose,
MARAD-2019-0093-9407,Stop big oil in the Texas gulf. It is killing the environment and harming communities of minorities and people of low income.,random,environmental_justice,oppose,
MARAD-2019-0093-8526,"Dear Coast Guard Staff, MARAD, President Biden, and Vice President Harris, The proposal by Sentinel Midstream to build the Texas GulfLink project and pump ship 1 million barrels of crude oil per day is immoral, impractical and must never be permitted to go forward. There are a lot of reasons to reject the plan: first and foremost is the environmental damage and disruption caused by the construction and operation of a giant oil pumping terminal along the Texas coastline, with attendant destruction of coastal habitat and ongoing heavy risk of oil spill accidents. The larger question is, what are we doing, still building out our hydrocarbon infrastructure in quantum leaps when all indicators point towards a general collapse of irreplaceable, worldwide environmental systems, some of which are quite beyond our power to ever restore, but remain vital to our continued existence here on this planet. That the petroleum industry is a major contributor to the degradation of these vital natural systems is to a degree, still debated between scientific researchers and those who wish to see increased production and distribution of petroleum products. As a citizen of the USA, living in New Jersey who is concerned that we make wise choices between the enrichment of the owners, investors and management of the oil industry, versus the protection of the environmental systems we all depend upon for our survival, I ask that huge petroleum projects such as Gulflink be put on hold and de-emphasized, in recognition of the risks we take with our common future and the vastly safer, more economical alternatives that are now coming on line to supply the energy we rely upon to live decent, comfortable lives. Thank you.",random,oil_spill_risk|climate_emissions|marine_wildlife|wetlands_coast,oppose,NEPA_process
MARAD-2019-0093-7941,"Its time for Biden to become a true environmental supporter. He’s not going to run for office again, so he has no debt to pay the fossil fuel industry.",random,NONE,unclear,
MARAD-2019-0093-7039,"I am writing to say NO to the Texas GulfLink oil export terminal. We must transition from oil as fast as we can, because climate change is getting our weather out of kilter. Profit no longer matters when your basements are filled with water, your forests burn, crops bake, water becomes scarce. Do NOT approve a license for the Texas GulfLink project. Elona Vaisnys Thank you, Elona Vaisnys Chicago, IL 60613",random,climate_emissions,oppose,
